disease id	disease label	genes	phenotypes	labels
MONDO:0009696	juvenile myoclonic epilepsy	8	28	JRK|KCNQ3|GABRD|ICK|GABRA1|EFHC1|CACNB4|CLCN2
MONDO:0011794	Dravet syndrome	8	23	SCN2A|SCN9A|SCN1A|PCDH19|GABRG2|GABRA1|STXBP1|SCN1B
MONDO:0018939	muscle-eye-brain disease	8	22	POMT1|GMPPB|FKRP|LARGE1|FKTN|POMGNT1|B3GALNT2|POMT2
MONDO:0008233	phaeochromocytoma	8	16	GDNF|KIF1B|VHL|RET|TMEM127|MAX|SDHD|SDHB
MONDO:0016158	narcolepsy-cataplexy syndrome	8	9	CTSH|TNFSF4|ZNF365|HCRT|MOG|HLA-DQB1|P2RY11|HLA-DRB1
MONDO:0010029	situs inversus	8	8	PKD1L1|MMP21|CITED2|ANKS3|CFAP52|NODAL|NME7|CFAP53
MONDO:0015300	cataract-microcornea syndrome	8	7	CRYAA|CRYBB1|CRYGD|MAF|CRYGC|CRYBA4|GJA8|CRYBB2
MONDO:0007763	nonpapillary renal cell carcinoma	8	2	DIRC2|TMEM127|RNF139|HNF1B|OGG1|VHL|FLCN|HNF1A
MONDO:0013108	leukemia, acute lymphocytic, susceptibility to, 1	8	1	BAX|GNB1|TAL2|TAL1|BCR|NUP214|NBN|FLT3
MONDO:0015522	situs ambiguus	8	0	ACVR2B|ZIC3|MMP21|CFC1|NODAL|CFAP53|PKD1L1|LEFTY2
MONDO:0020434	atrial septal defect, ostium secundum type	8	0	GATA4|NKX2-5|TLL1|TBX20|GATA6|MYH6|CITED2|ACTC1
MONDO:0018214	generalized epilepsy with febrile seizures plus	8	0	SCN1B|GABRD|SCN2A|ADGRV1|GABRG2|SCN1A|STX1B|SCN9A
MONDO:0015699	immunodeficiency due to a classical component pathway complement deficiency	8	0	C1QA|C4B|C1R|C4A|C2|C1QC|C1QB|C1S
MONDO:0017173	non-syndromic male infertility due to sperm motility disorder	8	0	CATSPER1|SPAG17|SLC26A8|CFAP43|SEPT12|DNAH1|CFAP44|AK7
MONDO:0017148	heritable pulmonary arterial hypertension	8	0	TBX4|ACVRL1|BMPR2|KCNK3|SMAD9|CAV1|EIF2AK4|ENG
MONDO:0019636	renal agenesis, unilateral	8	0	DSTYK|BMP4|RET|FRAS1|FREM2|FREM1|GREB1L|UPK3A
MONDO:0010303	colobomatous microphthalmia	8	0	GDF3|RBP4|VSX2|TENM3|SHH|STRA6|GDF6|ABCB6
MONDO:0008383	rheumatoid arthritis	7	194	SLC22A4|IL10|PTPN22|PADI4|CIITA|CD244|NFKBIL1
MONDO:0016033	Cornelia de Lange syndrome	7	138	SMC1A|RAD21|SETD5|KMT2A|SMC3|NIPBL|HDAC8
MONDO:0019600	xeroderma pigmentosum	7	84	XPA|XPC|ERCC2|ERCC4|DDB2|ERCC5|ERCC3
MONDO:0007576	esophageal cancer	7	80	DEC1|LZTS1|RNF6|DLEC1|WWOX|DCC|TGFBR2
MONDO:0005072	neuroblastoma	7	77	LMO1|LIN28B|MYCN|ALK|PHOX2B|HACE1|TOP2A
MONDO:0010176	Joubert syndrome with orofaciodigital defect	7	62	CPLANE1|KIF7|TMEM216|OFD1|PDE6D|TCTN3|KIAA0753
MONDO:0009480	Joubert syndrome with oculorenal defect	7	59	ZNF423|TMEM231|CEP290|TMEM237|CC2D2A|TMEM216|TMEM138
MONDO:0008428	septooptic dysplasia	7	58	PROKR2|ARNT2|HESX1|OTX2|FGFR1|SOX3|SOX2
MONDO:0016817	Meier-Gorlin syndrome	7	45	ORC1|ORC6|CDC6|ORC4|GMNN|CDC45|CDT1
MONDO:0019306	congenital non-bullous ichthyosiform erythroderma	7	33	NIPAL4|ALOXE3|ABCA12|TGM1|ALOX12B|CERS3|PNPLA1
MONDO:0018466	hereditary late onset Parkinson disease	7	32	VPS35|GBA|EIF4G1|SNCA|GIGYF2|LRRK2|DNAJC13
MONDO:0010857	semantic dementia	7	24	TREM2|C9orf72|PSEN1|CHMP2B|GRN|MAPT|TMEM106B
MONDO:0015140	early-onset autosomal dominant Alzheimer disease	7	22	ABCA7|PSEN2|APP|SORL1|TREM2|PSEN1|TOMM40
MONDO:0008852	congenital central hypoventilation syndrome	7	18	MYO1H|GDNF|BDNF|RET|PHOX2B|EDN3|ASCL1
MONDO:0008185	hereditary chronic pancreatitis	7	16	CASR|SPINK1|CFTR|PRSS2|CPA1|CTRC|PRSS1
MONDO:0019828	pituitary stalk interruption syndrome	7	16	LHX4|WDR11|GPR161|PROKR2|ROBO1|CDON|HESX1
MONDO:0011908	juvenile myelomonocytic leukemia	7	15	NRAS|ARHGAP26|CBL|NF1|KRAS|RRAS|PTPN11
MONDO:0018852	achromatopsia	7	14	CNGA3|CNGB3|GNAT2|RPGR|PDE6C|PDE6H|ATF6
MONDO:0019432	rheumatoid factor-negative juvenile idiopathic arthritis	7	11	IL2RA|PTPN2|STAT4|CD247|PTPN22|ANKRD55|IL2RB
MONDO:0018866	Aicardi-Goutieres syndrome	7	10	RNASEH2B|ADAR|SAMHD1|RNASEH2C|IFIH1|TREX1|RNASEH2A
MONDO:0019433	oligoarticular juvenile idiopathic arthritis	7	7	PTPN2|IL2RA|IL2RB|PTPN22|STAT4|ANKRD55|CD247
MONDO:0016576	split hand-foot malformation	7	6	BTRC|TP63|EPS15L1|DLX5|WNT10B|SEM1|DLX6
MONDO:0015607	partial chromosome Y deletion	7	5	TSPY1|RBMY1A1|DDX3Y|DAZ3|DAZ2|USP9Y|DAZ4
MONDO:0017990	catecholaminergic polymorphic ventricular tachycardia	7	4	RYR2|TRDN|CALM2|CASQ2|CALM3|CALM1|TECRL
MONDO:0007750	hypercholesterolemia, familial	7	3	ITIH4|PPP1R17|EPHX2|LDLR|ABCA1|APOA2|GHR
MONDO:0017161	frontotemporal dementia with motor neuron disease	7	0	TBK1|TARDBP|C9orf72|VCP|CHCHD10|SQSTM1|FUS
MONDO:0015700	immunodeficiency due to a late component of complement deficiency	7	0	C7|C9|C6|C5|C8A|C8G|C8B
MONDO:0015048	hypomaturation amelogenesis imperfecta	7	0	GPR68|SLC24A4|AMELX|WDR72|MMP20|ODAPH|KLK4
MONDO:0018492	hereditary clear cell renal cell carcinoma	7	0	DIRC2|RNF139|FHIT|HSPBAP1|DIRC3|OGG1|FLCN
MONDO:0020378	early-onset posterior polar cataract	7	0	CHMP4B|CRYAB|GJA3|MIP|PITX3|EPHA2|CRYBA1
MONDO:0016764	isolated anophthalmia-microphthalmia syndrome	7	0	SOX2|VSX2|ALDH1A3|OTX2|SIX6|GDF3|RAX
MONDO:0016691	pilocytic astrocytoma	7	0	KRAS|SRGAP3|NTRK2|KIAA1549|BRAF|RAF1|FGFR1
MONDO:0017886	MIT family translocation renal cell carcinoma	7	0	TFE3|PRCC|ASPSCR1|NONO|SFPQ|TFEB|CLTC
MONDO:0016596	hyperphosphatasia-intellectual disability syndrome	7	0	PIGV|PIGW|PGAP2|PGAP3|PIGO|PIGY|PIGL
MONDO:0015738	childhood-onset nemaline myopathy	7	0	NEB|TPM2|KBTBD13|KLHL41|ACTA1|TPM3|MYPN
MONDO:0007915	systemic lupus erythematosus (disease)	6	238	FCGR2A|TREX1|PTPN22|FCGR2B|CTLA4|DNASE1
MONDO:0009061	cystic fibrosis	6	165	FCGR2A|CFTR|CLCA4|STX1A|DCTN4|TGFB1
MONDO:0005298	osteoporosis	6	127	COL1A1|LRP5|VDR|COL1A2|CALCR|PDLIM4
MONDO:0008170	ovarian cancer	6	120	CDH1|OPCML|PIK3CA|PRKN|AKT1|CTNNB1
MONDO:0015798	inflammatory myofibroblastic tumor	6	101	TPM4|ALK|CLTC|TPM3|RANBP2|CARS
MONDO:0018883	Berardinelli-Seip congenital lipodystrophy	6	69	PPARG|BSCL2|CAV1|FOS|AGPAT2|CAVIN1
MONDO:0011643	permanent neonatal diabetes mellitus	6	49	KCNJ11|PDX1|ABCC8|INS|STAT3|GCK
MONDO:0005029	essential thrombocythemia	6	47	SH2B3|TET2|MPL|TP53|CALR|JAK2
MONDO:0007034	Adams-Oliver syndrome	6	43	DLL4|EOGT|DOCK6|ARHGAP31|NOTCH1|RBPJ
MONDO:0009299	46 XX gonadal dysgenesis	6	41	BMP15|PSMC3IP|NUP107|SPIDR|FSHR|NR5A1
MONDO:0015737	typical nemaline myopathy	6	36	ACTA1|TPM2|NEB|CFL2|LMOD3|KLHL41
MONDO:0010826	childhood absence epilepsy	6	33	JRK|GABRB3|CACNA1H|SLC2A1|GABRG2|GABRA1
MONDO:0013099	combined pituitary hormone deficiencies, genetic form	6	32	LHX4|PROP1|HESX1|OTX2|POU1F1|GLI2
MONDO:0018328	homozygous familial hypercholesterolemia	6	30	LDLR|ABCG8|APOB|PCSK9|LDLRAP1|ABCG5
MONDO:0017851	erythrokeratodermia variabilis	6	28	GJB3|KRT83|GJB4|LOR|GJA1|KDSR
MONDO:0018045	Hoyeraal-Hreidarsson syndrome	6	28	PARN|ACD|TINF2|RTEL1|TERT|DKC1
MONDO:0009627	Galloway-Mowat syndrome	6	27	LAGE3|WDR73|OSGEP|TP53RK|NUP107|TPRKB
MONDO:0010168	Usher syndrome type 1	6	26	CIB2|CDH23|MYO7A|USH1C|USH1G|PCDH15
MONDO:0009668	lethal multiple pterygium syndrome	6	25	NEB|RYR1|RAPSN|CHRND|CHRNG|CHRNA1
MONDO:0017746	atypical Rett syndrome	6	24	NTNG1|FOXG1|CDKL5|STXBP1|MECP2|GABBR2
MONDO:0008199	late-onset Parkinson disease	6	23	GLUD2|ADH1C|ATXN2|MAPT|GBA|TBP
MONDO:0010132	familial thyroid dyshormonogenesis	6	18	DUOX2|SLC5A5|DUOXA2|IYD|TG|TPO
MONDO:0019855	athyreosis	6	15	NKX2-5|TSHR|FOXE1|SLC26A4|NKX2-1|PAX8
MONDO:0016358	limited cutaneous systemic sclerosis	6	13	HLA-DRB1|CAV1|IRF5|KIAA0319L|CTGF|CCR6
MONDO:0009728	nephronophthisis 1	6	12	ANKS6|NPHP1|MAPKBP1|GLIS2|NPHP4|WDR19
MONDO:0015240	digitotalar dysmorphism	6	9	TPM2|MYH3|TNNT3|MYBPC1|TNNI2|NALCN
MONDO:0014471	mitochondrial proton-transporting ATP synthase complex deficiency	6	9	ATPAF1|MT-ATP8|MT-ATP6|ATP5F1E|ATPAF2|ATP5F1A
MONDO:0007088	Alzheimer disease type 1	6	6	HFE|MPO|NOS3|PLAU|A2M|APP
MONDO:0018914	hypotrichosis simplex	6	5	LIPH|RPL21|DSG4|SNRPE|LPAR6|APCDD1
MONDO:0007648	hereditary diffuse gastric adenocarcinoma	6	4	CTNNA1|MAP3K6|IL1B|KRAS|CDH1|IL1RN
MONDO:0009549	severe early-childhood-onset retinal dystrophy	6	3	RPE65|LCA5|SPATA7|CNGB3|ABCA4|LRAT
MONDO:0012197	idiopathic aplastic anemia	6	2	PRF1|IFNG|SBDS|TERT|TERC|NBN
MONDO:0011789	familial meningioma	6	1	SMARCE1|PTEN|MN1|PDGFB|NF2|SUFU
MONDO:0019516	exudative vitreoretinopathy	6	1	LRP5|FZD4|CTNNB1|TSPAN12|ZNF408|NDP
MONDO:0015783	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	6	0	SNRPN|MAGEL2|OCA2|SNORD115-1|SNORD116@|NDN
MONDO:0017312	Perrault syndrome	6	0	HSD17B4|HARS2|CLPP|ERAL1|TWNK|LARS2
MONDO:0015784	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	6	0	SNRPN|MAGEL2|OCA2|SNORD115-1|SNORD116@|NDN
MONDO:0010779	mitochondrial non-syndromic sensorineural deafness	6	0	MT-TS1|TFB1M|MT-RNR1|MT-TH|TRMU|MT-CO1
MONDO:0017068	upper thoracic spina bifida aperta	6	0	MTHFR|VANGL2|TBXT|FUZ|VANGL1|MTHFD1
MONDO:0019654	familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis	6	0	NUP93|PTPRO|ARHGDIA|PLCE1|WT1|NPHS1
MONDO:0019415	fetal and neonatal alloimmune thrombocytopenia	6	0	ITGB3|GP1BA|GP1BB|ITGA2|CD109|ITGA2B
MONDO:0017070	total spina bifida cystica	6	0	MTHFR|TBXT|VANGL2|FUZ|MTHFD1|VANGL1
MONDO:0018053	trichothiodystrophy	6	0	ERCC3|GTF2H5|ERCC2|GTF2E2|RNF113A|MPLKIP
MONDO:0020506	ovarioleukodystrophy	6	0	EIF2B3|EIF2B1|AARS2|EIF2B2|EIF2B5|EIF2B4
MONDO:0017064	thoracolumbosacral spina bifida aperta	6	0	MTHFD1|TBXT|FUZ|MTHFR|VANGL2|VANGL1
MONDO:0017065	lumbosacral spina bifida aperta	6	0	VANGL2|TBXT|FUZ|MTHFR|VANGL1|MTHFD1
MONDO:0020300	autosomal dominant nocturnal frontal lobe epilepsy	6	0	CRH|KCNT1|CHRNB2|CHRNA4|DEPDC5|CHRNA2
MONDO:0017066	cervical spina bifida aperta	6	0	VANGL2|TBXT|FUZ|MTHFR|MTHFD1|VANGL1
MONDO:0017063	total spina bifida aperta	6	0	MTHFD1|TBXT|FUZ|MTHFR|VANGL2|VANGL1
MONDO:0017074	cervicothoracic spina bifida cystica	6	0	MTHFD1|VANGL2|FUZ|TBXT|MTHFR|VANGL1
MONDO:0017385	malignant migrating partial seizures of infancy	6	0	SCN1A|PLCB1|KCNT1|SLC12A5|TBC1D24|SLC25A22
MONDO:0017075	upper thoracic spina bifida cystica	6	0	MTHFD1|VANGL2|FUZ|TBXT|MTHFR|VANGL1
MONDO:0017071	thoracolumbosacral spina bifida cystica	6	0	MTHFR|TBXT|VANGL2|FUZ|MTHFD1|VANGL1
MONDO:0017073	cervical spina bifida cystica	6	0	MTHFD1|FUZ|VANGL2|TBXT|MTHFR|VANGL1
MONDO:0005006	clear cell sarcoma of kidney	6	0	IRX2|BCOR|NUTM2E|TERT|NUTM2B|YWHAE
MONDO:0017067	cervicothoracic spina bifida aperta	6	0	TBXT|FUZ|MTHFD1|VANGL1|MTHFR|VANGL2
MONDO:0020372	early-onset sutural cataract	6	0	CRYBA1|CRYBB2|GJA8|CRYGS|MIP|BFSP2
MONDO:0017072	lumbosacral spina bifida cystica	6	0	FUZ|VANGL2|MTHFD1|TBXT|MTHFR|VANGL1
MONDO:0015372	autosomal dominant macrothrombocytopenia	6	0	TUBB1|GP1BB|TPM4|ITGA2B|ITGB3|ACTN1
MONDO:0018277	congenital muscular dystrophy with cerebellar involvement	6	0	POMGNT1|POMT1|FKRP|POMK|GMPPB|POMT2
MONDO:0011929	chromosome 1p36 deletion syndrome	5	142	GABRD|SKI|KCNAB2|PRDM16|RERE
MONDO:0018305	chronic granulomatous disease	5	98	CYBB|NCF1|CYBA|NCF4|NCF2
MONDO:0008003	autosomal dominant progressive external ophthalmoplegia	5	65	RRM2B|TWNK|POLG|POLG2|SLC25A4
MONDO:0007540	multiple endocrine neoplasia type 1	5	64	MEN1|CDKN2C|CDKN2B|CDKN1A|CDKN1B
MONDO:0012817	Ewing sarcoma	5	59	ETV1|FLI1|EWSR1|ERG|ETV4
MONDO:0011719	gastrointestinal stromal tumor	5	56	SDHB|SDHA|SDHC|KIT|PDGFRA
MONDO:0000141	mosaic variegated aneuploidy syndrome	5	55	BUB1|TRIP13|BUB3|BUB1B|CEP57
MONDO:0008585	HELLP syndrome	5	52	CD46|CFH|NOS3|CFI|HELLPAR
MONDO:0009692	primary myelofibrosis	5	51	SH2B3|TET2|JAK2|CALR|MPL
MONDO:0015279	chronic mucocutaneous candidiasis (disease)	5	50	IL17RA|TRAF3IP2|IL17F|CLEC7A|IL17RC
MONDO:0019664	short rib-polydactyly syndrome, Verma-Naumoff type	5	46	WDR60|WDR34|WDR35|IFT80|DYNC2H1
MONDO:0010180	autosomal recessive spondylocostal dysostosis	5	43	MESP2|DLL3|LFNG|HES7|RIPPLY2
MONDO:0016532	Lennox-Gastaut syndrome	5	38	SCN1A|GABRB3|CHD2|DNM1|MAPK10
MONDO:0016364	Joubert syndrome with ocular defect	5	37	MKS1|AHI1|CEP41|CEP120|INPP5E
MONDO:0011128	Sheldon-hall syndrome	5	36	TNNT3|TNNI2|NALCN|TPM2|MYH3
MONDO:0018144	congenital myasthenic syndromes with glycosylation defect	5	33	GMPPB|ALG14|GFPT1|DPAGT1|ALG2
MONDO:0009032	cranioectodermal dysplasia	5	29	IFT122|WDR19|WDR35|IFT43|IFT52
MONDO:0009180	junctional epidermolysis bullosa, non-Herlitz type	5	27	LAMC2|ITGB4|LAMB3|LAMA3|COL17A1
MONDO:0019350	hereditary spherocytosis	5	27	EPB42|ANK1|SPTA1|SPTB|SLC4A1
MONDO:0015735	severe congenital nemaline myopathy	5	27	LMOD3|KLHL40|ACTA1|NEB|KLHL41
MONDO:0020525	transient neonatal diabetes mellitus (disease)	5	27	PLAGL1|ABCC8|KCNJ11|ZFP57|HYMAI
MONDO:0016356	diffuse cutaneous systemic sclerosis	5	25	IRF5|CAV1|HLA-DRB1|CTGF|CCR6
MONDO:0019351	isolated spina bifida	5	24	CCL2|VANGL2|VANGL1|TBXT|FUZ
MONDO:0011380	leukoencephalopathy with vanishing white matter	5	24	EIF2B2|EIF2B1|EIF2B5|EIF2B4|EIF2B3
MONDO:0016484	Usher syndrome type 2	5	22	ADGRV1|PDZD7|MYO7A|USH2A|WHRN
MONDO:0008147	osteogenesis imperfecta type 2	5	21	CRTAP|P3H1|COL1A2|PPIB|COL1A1
MONDO:0016411	hypothyroidism due to deficient transcription factors involved in pituitary development or function	5	17	HESX1|PROP1|POU1F1|LHX3|LHX4
MONDO:0006486	uveal melanoma	5	17	GNAQ|SF3B1|GNA11|BAP1|CYSLTR2
MONDO:0007650	MALT lymphoma	5	17	MALT1|BCL10|IGH|FOXP1|BIRC3
MONDO:0021022	hereditary hyperekplexia	5	17	GLRA1|ATAD1|GPHN|SLC6A5|GLRB
MONDO:0017615	benign familial infantile epilepsy	5	16	SCN2A|KCNQ2|KCNQ3|SCN8A|PRRT2
MONDO:0019353	Stargardt disease	5	15	PROM1|ABCA4|PRPH2|ELOVL4|CNGB3
MONDO:0020341	periventricular nodular heterotopia	5	14	ERMARD|ARFGEF2|TMTC3|NEDD4L|FLNA
MONDO:0005321	Fuchs' endothelial dystrophy	5	14	SLC4A11|COL8A2|ZEB1|TCF4|AGBL1
MONDO:0019307	generalized junctional epidermolysis bullosa non-Herlitz type	5	13	COL17A1|LAMB3|LAMC2|LAMA3|ITGB4
MONDO:0008686	woolly hair (disease)	5	13	KRT74|LIPH|KRT25|LPAR6|KRT71
MONDO:0009133	dysequilibrium syndrome	5	12	WDR81|ATP8A2|TUBB2B|CA8|VLDLR
MONDO:0008048	autosomal dominant centronuclear myopathy	5	11	MYF6|DNM2|MTMR14|RYR1|BIN1
MONDO:0014158	nephronophthisis 16	5	11	NEK8|ANKS6|TTC21B|CEP83|INVS
MONDO:0006745	endometrioid stromal sarcoma	5	11	NUTM2A|SUZ12|NUTM2B|YWHAE|JAZF1
MONDO:0019517	Waardenburg syndrome type 2	5	10	KITLG|EDNRB|MITF|SNAI2|SOX10
MONDO:0010011	schizencephaly	5	10	homo sapiens SHH gene|COL4A1|SIX3|EMX2|SHH
MONDO:0011414	Peters anomaly (disease)	5	9	FOXE3|PITX2|PAX6|CYP1B1|FOXC1
MONDO:0010766	46,XX testicular disorder of sex development	5	6	SRY|SOX3|NR0B1|NR5A1|SOX9
MONDO:0013743	autosomal systemic lupus erythematosus	5	2	C4A|PRKCD|DNASE1|DNASE1L3|C1QA
MONDO:0007079	alcohol dependence	5	2	TAS2R16|ADH1B|GABRA2|HTR2A|ADH1C
MONDO:0018881	myelodysplastic syndrome	5	1	TET2|MECOM|SF3B1|GATA2|ASXL1
MONDO:0010799	mitochondrial non-syndromic sensorineural deafness with susceptibility to aminoglycoside exposure	5	1	MT-CO1|MT-RNR1|MT-TS1|TRMU|MT-ND4
MONDO:0011508	lymphoma, non-Hodgkin, familial	5	1	PRF1|CASP10|RAD54B|BCL10|RAD54L
MONDO:0011057	cerebrovascular disorder	5	1	PRKCH|NOS3|F5|F2|ALOX5AP
MONDO:0012825	extraskeletal myxoid chondrosarcoma	5	1	TAF15|NR4A3|TFG|TCF12|EWSR1
MONDO:0016995	familial multiple meningioma	5	0	SMARCE1|SUFU|PDGFB|SMARCB1|MN1
MONDO:0015166	acute myeloid leukemia with t(8;21)(q22;q22) translocation	5	0	KIT|RUNX1|RUNX1T1|CEBPA|FLT3
MONDO:0020364	posterior polymorphous corneal dystrophy	5	0	VSX1|COL8A2|GRHL2|OVOL2|ZEB1
MONDO:0020354	coloboma of choroid and retina	5	0	ABCB6|FZD5|PAX6|SALL2|ACTG1
MONDO:0015786	Prader-Willi syndrome due to imprinting mutation	5	0	SNRPN|NDN|SNORD115-1|SNORD116@|MAGEL2
MONDO:0015047	hypoplastic amelogenesis imperfecta	5	0	AMBN|ACP4|ENAM|ITGB6|LAMB3
MONDO:0015519	congenital or early infantile CACH syndrome	5	0	EIF2B2|EIF2B3|EIF2B5|EIF2B1|EIF2B4
MONDO:0016672	hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	5	0	BCL11A|HBG2|HBG1|HBB|KLF1
MONDO:0012521	herpes simplex encephalitis	5	0	TRAF3|TLR3|TICAM1|TBK1|UNC93B1
MONDO:0008733	familial glucocorticoid deficiency	5	0	NNT|MRAP|TXNRD2|MC2R|STAR
MONDO:0019083	Leigh syndrome with cardiomyopathy	5	0	NDUFB8|SURF1|NDUFS2|SCO2|NDUFAF3
MONDO:0017191	sporadic pheochromocytoma	5	0	EPAS1|VHL|SDHB|SDHD|RET
MONDO:0019150	familial isolated restrictive cardiomyopathy	5	0	TNNT2|KIF20A|TNNI3|MYPN|FLNC
MONDO:0017833	primary hypereosinophilic syndrome	5	0	FIP1L1|PDGFRB|FGFR1|ETV6|PDGFRA
MONDO:0016759	pontocerebellar hypoplasia type 2	5	0	SEPSECS|TSEN15|TSEN34|TSEN2|TSEN54
MONDO:0020507	Cree leukoencephalopathy	5	0	EIF2B5|EIF2B2|EIF2B1|EIF2B4|EIF2B3
MONDO:0018333	multiple acyl-CoA dehydrogenase deficiency, mild type	5	0	ETFB|SLC25A32|ETFA|FLAD1|ETFDH
MONDO:0020356	coloboma of iris (disease)	5	0	ACTG1|SALL2|ABCB6|PAX6|FZD5
MONDO:0015487	fatal infantile encephalocardiomyopathy	5	0	SCO1|COX15|COA6|SCO2|COA5
MONDO:0015520	late infantile CACH syndrome	5	0	EIF2B2|EIF2B5|EIF2B1|EIF2B3|EIF2B4
MONDO:0016396	pontocerebellar hypoplasia type 1	5	0	VRK1|RARS2|TSEN54|EXOSC8|EXOSC3
MONDO:0015521	juvenile or adult CACH syndrome	5	0	EIF2B5|EIF2B1|EIF2B2|EIF2B4|EIF2B3
MONDO:0018278	congenital muscular dystrophy with intellectual disability	5	0	LARGE1|FKRP|GMPPB|POMT1|POMT2
MONDO:0044339	lumbar disc degenerative disorder	5	0	COL11A1|CILP|ASPN|COL9A3|THBS2
MONDO:0018610	early-onset posterior subcapsular cataract	5	0	EPHA2|CRYBB2|UNC45B|LEMD2|CHMP4B
MONDO:0012105	granulomatosis with polyangiitis	4	127	PRTN3|CTLA4|PTPN22|HLA-DPB1
MONDO:0007534	Beckwith-Wiedemann syndrome	4	118	H19|H19/Igf2-Imprinting Control Region|KCNQ1OT1|CDKN1C
MONDO:0008434	Smith-Magenis syndrome	4	105	RAI1|DEAF1|FLII|IQSEC2
MONDO:0001187	urinary bladder cancer	4	100	RB1|KRAS|HRAS|FGFR3
MONDO:0009162	Ellis-van Creveld syndrome	4	91	DYNC2LI1|EVC2|EVC|GLI1
MONDO:0009925	inherited pseudoxanthoma elasticum	4	85	XYLT2|ABCC6|XYLT1|ENPP1
MONDO:0010193	Weaver syndrome	4	79	EZH2|EED|SUZ12|NSD1
MONDO:0008389	autosomal dominant Robinow syndrome	4	76	DVL1|FZD2|WNT5A|DVL3
MONDO:0015280	cardiofaciocutaneous syndrome	4	73	KRAS|BRAF|MAP2K1|MAP2K2
MONDO:0019180	hereditary hemorrhagic telangiectasia	4	70	GDF2|ACVRL1|ENG|SMAD4
MONDO:0019072	intrahepatic cholestasis	4	63	ATP8B1|NR1H4|ABCB4|ABCB11
MONDO:0008996	Joubert syndrome with hepatic defect	4	61	RPGRIP1L|TMEM67|INPP5E|CC2D2A
MONDO:0008575	nicotine dependence	4	58	CYP2A6|GABBR2|CHRNA4|SLC6A3
MONDO:0016512	Kabuki syndrome	4	56	RAP1A|KDM6A|RAP1B|KMT2D
MONDO:0008824	fetal akinesia deformation sequence	4	54	RAPSN|DOK7|MUSK|MYOD1
MONDO:0019026	autosomal recessive malignant osteopetrosis	4	41	CLCN7|TNFSF11|TCIRG1|SNX10
MONDO:0020336	autosomal dominant Emery-Dreifuss muscular dystrophy	4	41	LMNA|SYNE2|TMEM43|SYNE1
MONDO:0016649	Warburg micro syndrome	4	40	RAB3GAP2|RAB3GAP1|TBC1D20|RAB18
MONDO:0008926	COFS syndrome	4	40	ERCC5|PGBD3|ERCC1|ERCC2
MONDO:0009974	familial hemophagocytic lymphohistiocytosis type 1	4	37	UNC13D|PRF1|STXBP2|STX11
MONDO:0015523	epithelioid hemangioendothelioma	4	34	YAP1|WWTR1|TFE3|CAMTA1
MONDO:0007959	medulloblastoma	4	33	CTNNB1|BRCA2|PTCH2|SUFU
MONDO:0015010	atypical glycine encephalopathy	4	32	GLDC|GCSH|SLC6A9|AMT
MONDO:0009641	mitochondrial complex II deficiency	4	30	SDHB|SDHD|SDHA|SDHAF1
MONDO:0016354	xeroderma pigmentosum-Cockayne syndrome complex	4	29	ERCC3|ERCC2|ERCC4|ERCC5
MONDO:0009833	Shwachman-Diamond syndrome	4	29	SRP54|SBDS|DNAJC21|EFL1
MONDO:0018875	Li-Fraumeni syndrome	4	28	MDM2|CDKN2A|CHEK2|TP53
MONDO:0000355	Ullrich congenital muscular dystrophy	4	28	COL12A1|COL6A1|COL6A3|COL6A2
MONDO:0016471	pachyonychia congenita	4	26	KRT16|KRT6B|KRT17|KRT6A
MONDO:0007960	megacystis-microcolon-intestinal hypoperistalsis syndrome	4	25	MYH11|MYLK|LMOD1|ACTG2
MONDO:0001347	facioscapulohumeral muscular dystrophy	4	24	FRG1|SMCHD1|DUX4|DUX4L1
MONDO:0004691	autosomal dominant polycystic kidney disease	4	23	BICC1|PKD2|PKD1|GANAB
MONDO:0007790	Charcot-Marie-tooth disease type 3	4	23	PRX|PMP22|MPZ|EGR2
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	4	22	ZBTB24|HELLS|CDCA7|DNMT3B
MONDO:0008855	MHC class II deficiency	4	21	RFX5|CIITA|RFXAP|RFXANK
MONDO:0008009	monilethrix	4	20	KRT81|DSG4|KRT86|KRT83
MONDO:0015583	2p21 microdeletion syndrome	4	19	CAMKMT|PREPL|SLC3A1|PPM1B
MONDO:0015986	bilateral renal agenesis	4	18	ITGA8|RET|FGF20|GREB1L
MONDO:0016485	Usher syndrome type 3	4	17	CEP78|MT-TS2|CLRN1|HARS
MONDO:0016647	autosomal recessive Stickler syndrome	4	17	COL9A3|COL9A2|COL11A1|COL9A1
MONDO:0009100	IDDM 1	4	16	PTPN22|ITPR3|FOXP3|HNF1A
MONDO:0015999	primary pigmented nodular adrenocortical disease	4	15	PRKACA|PDE8B|PDE11A|PRKAR1A
MONDO:0019434	systemic-onset juvenile idiopathic arthritis	4	15	IL6|HLA-DRB1|MIF|LACC1
MONDO:0019941	hereditary sensory and autonomic neuropathy type 2	4	14	KIF1A|RETREG1|WNK1|SCN9A
MONDO:0016483	intracranial berry aneurysm	4	14	TGFBR3|ANGPTL6|COL3A1|ENG
